"Multiplier:","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000"
"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier: ","H8/H8/B1001NCBA","H8/H8/B1002NCBA","H8/H8/B1003NCBA","H8/H8/B1301NCBA","H8/H8/B1302NCBA","H8/H8/B1011NCBA","H8/H8/B1303NCBA","H8/H8/B1304NCBA","H8/H8/B1020NCBA","H8/H8/B1023NCBA","H8/H8/B1026NCBA","H8/H8/B1221NCBA","H8/H8/B1027NCBA","H8/H8/B1220NCBA","H8/H8/B3219NCBA","H8/H8/B1215NCBA","H8/H8/B1216NCBA","H8/H8/B1217NCBA","H8/H8/B1218NCBA","H8/H8/B1029NCBA","H8/H8/B1247NCBA","H8/H8/B3248NCBA","H8/H8/B1243NCBA","H8/H8/B1245NCBA","H8/H8/B3305NCBA","H8/H8/B1030NCBA","H8/H8/B1310NCBA","H8/H8/B1043NCBA","H8/H8/B1048NCBA","H8/H8/B3092NCBA","H8/H8/B1047NCBA","H8/H8/B3053NCBA","H8/H8/B1151NCBA","H8/H8/B1058NCBA","H8/H8/B1072NCBA","H8/H8/B1110NCBA","H8/H8/B3094NCBA","H8/H8/B1100NCBA","H8/H8/B3095NCBA","H8/H8/B1152NCBA","H8/H8/B1091NCBA"
"Time Period","B1001NCBA","B1002NCBA","B1003NCBA","B1301NCBA","B1302NCBA","B1011NCBA","B1303NCBA","B1304NCBA","B1020NCBA","B1023NCBA","B1026NCBA","B1221NCBA","B1027NCBA","B1220NCBA","B3219NCBA","B1215NCBA","B1216NCBA","B1217NCBA","B1218NCBA","B1029NCBA","B1247NCBA","B3248NCBA","B1243NCBA","B1245NCBA","B3305NCBA","B1030NCBA","B1310NCBA","B1043NCBA","B1048NCBA","B3092NCBA","B1047NCBA","B3053NCBA","B1151NCBA","B1058NCBA","B1072NCBA","B1110NCBA","B3094NCBA","B1100NCBA","B3095NCBA","B1152NCBA","B1091NCBA"
2007-08-08,8175173.9,2051684.2,1184636.3,,,867048.0,,,6123489.6,1292294.1,3457779.5,1920281.4,466420.2,1453861.1,1537498.1,,,,,761239.2,314776.0,446463.2,,,612176.9,,,,299657.8,,82504.3,1105995.8,10211384.1,6357238.3,1794147.6,,2351417.8,71131.6,743139.0,9522926.7,688457.5
2007-08-15,8205490.7,2056949.3,1188921.4,,,868027.8,,,6148541.4,1300581.9,3457318.1,1915321.6,467561.3,1447760.3,1541996.5,,,,,764489.8,317217.5,447272.3,,,626151.7,,,,304158.6,,79364.5,1124491.5,10315494.0,6401392.5,1793279.0,,2407859.7,67234.2,748143.4,9624629.9,690864.1
2007-08-22,8267066.0,2074109.6,1188629.7,,,885479.9,,,6192956.4,1313583.7,3476181.8,1933081.5,468746.8,1464334.7,1543100.3,,,,,764769.0,317785.0,446984.0,,,638421.9,,,,301554.0,,81222.3,1137104.4,10360953.9,6413124.9,1805127.1,,2410437.7,82881.6,749567.8,9656011.9,704942.0
2007-08-29,8293919.9,2081289.1,1187471.3,,,893817.8,,,6212630.8,1321045.6,3484367.2,1941085.0,469297.5,1471787.6,1543282.2,,,,,768187.1,320217.8,447969.3,,,639030.8,,,,301844.0,,78844.4,1135097.3,10381528.6,6383497.6,1804418.8,,2429431.7,112148.7,744052.6,9669130.7,712397.9
2007-09-05,8318251.8,2093338.6,1189913.1,,,903425.4,,,6224913.3,1331173.1,3488772.1,1939934.6,470574.5,1469360.1,1548837.4,,,,,770290.1,320168.3,450121.8,,,634677.9,,,,307612.3,,78902.2,1135833.5,10421440.0,6445835.7,1811669.1,,2431016.2,93177.0,724886.1,9694915.0,726524.9
2007-09-12,8352636.8,2106309.7,1198907.0,,,907402.7,,,6246327.1,1344474.0,3501908.5,1951772.4,471238.4,1480534.0,1550136.0,,,,,768208.1,318473.0,449735.1,,,631736.5,,,,312259.7,,81597.5,1174023.4,10487320.3,6436108.4,1829581.9,,2451526.2,116115.3,752474.9,9756224.8,731095.6
2007-09-19,8352504.3,2082484.5,1177520.0,,,904964.4,,,6270019.8,1351974.9,3501374.0,1947964.8,472230.0,1475734.8,1553409.2,,,,,779673.7,325498.8,454174.9,,,636997.2,,,,303567.3,,80888.1,1151223.0,10433904.6,6445046.5,1850618.2,,2430552.8,72464.6,739670.4,9687734.3,746170.3
2007-09-26,8375357.3,2082153.4,1170483.1,,,911670.3,,,6293203.9,1359684.1,3514440.7,1959574.5,472418.1,1487156.4,1554866.2,,,,,777525.7,324456.8,453068.9,,,641553.3,,,,315956.4,,75352.2,1157173.6,10513002.4,6462309.6,1861840.8,,2442889.3,98977.7,752438.9,9756615.5,756386.9
2007-10-03,8361144.6,2091167.2,1169881.8,,,921285.4,,,6269977.3,1363194.3,3501206.1,1945844.2,473699.9,1472144.4,1555361.9,,,,,771468.4,319891.9,451576.5,,,634108.4,,,,293972.2,,71227.6,1155864.6,10489067.2,6467140.6,1868030.7,,2445626.8,94938.0,757530.5,9765236.0,723831.2
2007-10-10,8392151.8,2102957.3,1171277.1,,,931680.1,,,6289194.6,1376406.7,3503691.7,1942420.2,475025.4,1467394.7,1561271.6,,,,,771701.0,321169.4,450531.7,,,637395.1,,,,314224.6,,73274.7,1164624.1,10549734.0,6489026.7,1893022.3,,2424769.9,118324.1,771808.3,9803929.1,745805.0
2007-10-17,8446852.8,2087024.8,1140789.6,,,946235.2,,,6359828.0,1377853.4,3570989.2,2008663.4,477129.5,1531533.9,1562325.8,,,,,773318.0,320789.7,452528.4,,,637667.4,,,,292994.3,,74964.3,1176823.5,10557395.1,6563102.4,1933707.1,,2393170.7,73725.2,769640.4,9799638.7,757756.3
2007-10-24,8475107.8,2090206.8,1138979.8,,,951227.0,,,6384900.9,1373264.8,3587489.4,2019938.0,478077.0,1541861.0,1567551.4,,,,,774354.6,322269.3,452085.3,,,649792.1,,,,312364.5,,74596.5,1208814.4,10661382.0,6638073.7,1957123.5,,2400364.5,76859.3,779854.1,9895151.7,766230.3
2007-10-31,8471736.3,2087214.4,1138764.8,,,948449.6,,,6384521.9,1376733.4,3590548.9,2019037.6,478983.5,1540054.0,1571511.3,,,,,772886.1,320052.5,452833.6,,,644353.5,,,,315241.4,,73469.2,1232344.2,10677715.6,6660456.2,1994839.7,,2436165.9,20360.0,802935.1,9919917.1,757798.5
2007-11-07,8489629.0,2096118.7,1134076.0,,,962042.6,,,6393510.4,1377682.8,3591167.9,2017669.6,480043.1,1537626.5,1573498.2,,,,,777329.8,323578.0,453751.8,,,647329.9,,,,310144.4,,78000.6,1249396.1,10721888.2,6643894.2,2010499.4,,2424800.8,80409.2,822641.5,9971745.8,750142.5
2007-11-14,8501632.4,2102835.4,1145602.5,,,957233.0,,,6398797.0,1384595.5,3573107.4,1999305.7,481039.5,1518266.1,1573801.7,,,,,783336.5,328905.8,454430.7,,,657757.6,,,,336484.3,,82221.2,1234474.8,10740515.0,6710443.3,2026538.5,,2445419.8,40314.4,788812.5,9984990.0,755525.1
2007-11-21,8529748.9,2103851.1,1141204.1,,,962647.0,,,6425897.9,1401909.0,3586953.7,2009753.9,481134.6,1528619.3,1577199.8,,,,,786580.0,331773.6,454806.4,,,650455.1,,,,314112.4,,87037.4,1274677.0,10806791.1,6675319.1,2015815.1,,2463016.6,74842.5,827437.5,10040615.8,766175.3
2007-11-28,8539450.7,2108685.1,1141842.7,,,966842.4,,,6430765.7,1405583.8,3592050.9,2014280.8,482496.4,1531784.4,1577770.1,,,,,788860.8,334139.3,454721.5,,,644270.3,,,,304194.6,,85947.4,1273474.8,10790320.2,6640217.7,2015989.9,,2463784.0,85927.4,833992.5,10023921.6,766398.6
2007-12-05,8542002.7,2100964.7,1136102.2,,,964862.5,,,6441037.9,1412485.6,3593912.7,2013700.7,483384.6,1530316.1,1580212.0,,,,,789139.0,333375.1,455763.9,,,645500.6,,,,309514.1,,90796.2,1279505.5,10824792.4,6686196.5,2030847.3,,2488478.5,56400.2,825796.5,10056871.7,767920.7
2007-12-12,8553127.1,2111583.2,1139527.1,,,972056.1,,,6441543.9,1409121.6,3585242.5,2001693.9,483949.8,1517744.1,1583548.6,,,,,794907.8,337482.0,457425.8,,,652272.0,,,,306683.5,,84624.5,1235546.0,10769389.8,6657766.7,2013535.0,,2456889.1,62894.6,814223.1,9991773.5,777616.3
2007-12-19,8580484.3,2111125.1,1135497.7,,,975627.4,,,6469359.3,1412009.0,3597902.6,2010588.9,484935.2,1525653.7,1587313.7,,,,,801228.4,345366.3,455862.1,,,658219.3,,,,312736.3,,89145.9,1226609.1,10825965.0,6655026.7,2014966.8,,2519688.5,87723.0,786180.6,10048618.8,777346.1
2007-12-26,8587239.7,2097609.0,1129089.5,,,968519.5,,,6489630.7,1423860.6,3608397.4,2015680.5,485459.8,1530220.7,1592716.9,,,,,799854.6,344651.2,455203.4,,,657518.1,,,,318003.4,,84137.3,1208981.7,10846754.0,6676735.5,2006266.8,,2529938.8,53457.0,790476.5,10050607.9,796146.1
2008-01-02,8599665.1,2086317.3,1134361.1,,,951956.2,,,6513347.8,1434154.2,3610587.2,2018604.8,486134.6,1532470.3,1591982.4,,,,,802940.3,341666.2,461274.0,,,665666.1,,,,348341.7,,80492.6,1286831.0,10913005.4,6690533.2,2014689.0,,2515185.8,73153.1,833724.3,10112596.4,800409.0
2008-01-09,8596428.8,2086905.6,1134441.6,,,952464.0,,,6509523.2,1437603.7,3610676.7,2016422.9,487182.7,1529240.2,1594253.8,,,,,800523.5,338796.8,461726.7,,,660719.2,,,,307574.3,,81155.5,1284881.7,10901043.5,6678968.1,2033422.4,,2507271.2,35652.4,845590.8,10067482.5,833561.1
2008-01-16,8568017.8,2063112.1,1114649.5,,,948462.6,,,6504905.7,1441287.8,3606190.2,2009044.4,487504.0,1521540.4,1597145.8,,,,,801269.8,339634.0,461635.8,,,656157.9,,,,306271.2,,80224.1,1302519.5,10900351.4,6693458.8,2053249.1,,2496025.0,53295.9,823077.6,10065857.3,834494.1
2008-01-23,8605949.9,2065673.3,1117625.9,,,948047.4,,,6540276.6,1440681.8,3616075.2,2015200.5,488726.1,1526474.4,1600874.7,,,,,802025.9,340319.8,461706.1,,,681493.7,,,,322997.3,,80971.0,1352758.3,11004441.1,6722754.9,2045421.0,,2494654.8,65267.9,876589.5,10159267.2,845174.0
2008-01-30,8600959.1,2057856.2,1112877.9,,,944978.3,,,6543102.9,1446171.2,3621630.2,2015610.9,489390.4,1526220.5,1606019.2,,,,,795591.4,334575.5,461015.9,,,679710.1,,,,343880.2,,86159.0,1303766.8,10981410.5,6724711.6,2056538.5,,2518351.4,80905.3,847999.2,10171967.5,809443.0
2008-02-06,8610481.9,2075995.0,1121086.5,,,954908.5,,,6534486.9,1441940.5,3618785.7,2011672.6,490046.5,1521626.0,1607113.2,,,,,795077.1,332333.7,462743.4,,,678683.5,,,,311554.4,,89128.3,1308689.3,10967191.7,6769773.1,2079751.0,,2518887.7,21975.5,865442.4,10176078.6,791113.1
2008-02-13,8628706.6,2085905.9,1127160.2,,,958745.7,,,6542800.8,1445952.4,3618469.5,2007264.2,492044.9,1515219.3,1611205.3,,,,,794999.7,330162.0,464837.7,,,683379.1,,,,325621.8,,88973.7,1310317.2,10963985.2,6774721.8,2078930.8,,2521888.5,41063.7,827453.7,10165127.6,798857.6
2008-02-20,8656418.1,2080822.6,1118756.5,,,962066.1,,,6575595.5,1450277.2,3635055.8,2020127.2,492886.4,1527240.9,1614928.6,,,,,799467.2,332895.6,466571.6,,,690795.3,,,,312210.5,,86600.7,1302100.4,10993357.7,6788662.8,2074039.3,,2536077.4,25943.8,822234.4,10172918.4,820439.3
2008-02-27,8665096.5,2078632.9,1118932.4,,,959700.5,,,6586463.6,1454256.1,3642409.6,2024902.0,494004.4,1530897.6,1617507.7,,,,,797698.3,331257.6,466440.7,,,692099.5,,,,315239.6,,86636.2,1326737.6,10997910.2,6755032.6,2068140.9,,2532158.4,56802.9,854281.5,10198275.4,799634.8
2008-03-05,8657871.2,2072865.0,1122421.8,,,950443.3,,,6585006.2,1459487.9,3633639.3,2012207.1,495529.9,1516677.3,1621432.1,,,,,797521.0,330380.9,467140.1,,,694358.0,,,,313122.8,,85403.7,1362150.5,11029912.8,6808287.6,2090355.5,,2537548.1,35977.2,875005.2,10256818.2,773094.6
2008-03-12,8672185.4,2079183.1,1126351.0,,,952832.1,,,6593002.3,1466025.3,3634784.3,2009093.1,496367.5,1512725.7,1625691.2,,,,,800631.2,331400.1,469231.2,,,691561.5,,,,321967.5,,80946.9,1406965.5,11093084.5,6827205.6,2096118.5,,2531398.5,50071.8,899222.7,10307898.5,785186.0
2008-03-19,8713817.2,2084506.3,1132050.3,,,952456.0,,,6629310.9,1466960.5,3659929.8,2032331.9,497502.0,1534829.9,1627597.9,,,,,799725.5,328979.7,470745.8,,,702695.0,,,,307359.3,,79211.8,1442224.8,11160943.5,6846459.9,2104192.3,,2570313.4,39518.6,916578.1,10372870.0,788073.5
2008-03-26,8711369.1,2085757.1,1136878.5,,,948878.6,,,6625612.0,1478111.6,3653447.5,2022879.4,497091.1,1525788.3,1630568.1,,,,,798387.1,327265.3,471121.8,,,695665.9,,,,315700.2,,81677.3,1425085.3,11146008.1,6824843.4,2080836.8,,2588959.2,32377.2,902791.2,10348971.0,797037.2
2008-04-02,8676337.2,2062346.4,1130773.2,,,931573.2,,,6613990.7,1483416.9,3655530.5,2025192.8,498670.9,1526521.9,1630337.7,,,,,794759.3,323060.5,471698.8,,,680284.1,,,,313878.2,,79621.6,1402674.4,11059491.8,6839817.0,2089823.9,,2592729.8,-883.8,855864.6,10287527.6,771964.2
2008-04-09,8683628.6,2065095.5,1127391.8,,,937703.7,,,6618533.2,1485972.3,3661551.8,2027250.3,500648.7,1526601.6,1634301.5,,,,,796151.4,324516.8,471634.6,,,674857.7,,,,318726.7,,81231.2,1408816.2,11048884.4,6842210.8,2093749.9,,2556912.8,13253.4,862360.2,10274737.2,774147.3
2008-04-16,8689679.6,2048893.3,1111022.3,,,937871.0,,,6640786.3,1494784.3,3664342.8,2026654.1,502409.0,1524245.1,1637688.7,,,,,806009.1,333105.3,472903.8,,,675650.1,,,,312772.8,,87004.0,1385912.8,11027370.3,6870100.6,2087649.1,,2536879.1,1127.7,837168.0,10245275.3,782095.0
2008-04-23,8714823.7,2076663.7,1121184.5,,,955479.3,,,6638159.9,1492763.5,3658810.1,2018764.1,503740.8,1515023.2,1640046.0,,,,,807641.5,331199.1,476442.4,,,678944.7,,,,317778.4,,84411.9,1387857.4,11072249.6,6878381.4,2109004.0,,2566598.9,-13837.1,837130.7,10268274.0,803975.6
2008-04-30,8721262.2,2076094.4,1124743.7,,,951350.7,,,6645167.8,1488664.0,3660430.1,2018923.3,505224.1,1513699.2,1641506.8,,,,,808012.2,330961.0,477051.2,,,688061.5,,,,327369.7,,85043.7,1356697.6,11076649.4,6823459.9,2081266.0,,2631246.6,12326.6,818267.3,10285300.4,791349.1
2008-05-07,8706108.9,2075114.9,1128818.0,,,946297.0,,,6630994.0,1487840.8,3652134.6,2008799.9,506369.1,1502430.8,1643334.7,,,,,808849.8,331215.5,477634.3,,,682168.8,,,,312463.0,,79775.1,1332854.7,11019003.1,6797040.9,2069302.8,,2606768.8,2180.5,811927.6,10217917.8,801085.3
2008-05-14,8705038.9,2075114.1,1132142.9,,,942971.3,,,6629924.8,1491717.0,3649579.2,2007042.3,507412.0,1499630.4,1642536.9,,,,,809640.6,331499.9,478140.6,,,678988.0,,,,306380.5,,82208.0,1327822.1,10993725.4,6840358.0,2091536.8,,2597103.7,-35207.2,788036.0,10190290.5,803434.9
2008-05-21,8705855.8,2074569.9,1128067.0,,,946502.8,,,6631286.0,1493730.4,3657352.3,2011558.7,508155.3,1503403.5,1645793.5,,,,,808450.3,329514.5,478935.8,,,671753.0,,,,315115.0,,81486.5,1354481.7,11048214.6,6854938.0,2105890.9,,2601986.7,-22458.1,801406.6,10235873.2,812341.4
2008-05-28,8689682.8,2075846.7,1133246.4,,,942600.3,,,6613836.1,1492411.8,3647516.5,1998912.2,509495.2,1489417.0,1648604.3,,,,,809012.3,330520.7,478491.5,,,664895.5,,,,327447.8,,84208.4,1323979.8,11015870.6,6840333.2,2102189.8,,2608147.6,-12966.0,784855.1,10220369.9,795500.7
2008-06-04,8688755.7,2086179.8,1145262.2,,,940917.6,,,6602575.9,1489081.9,3642676.8,1989001.1,510741.1,1478260.0,1653675.8,,,,,806649.6,328353.1,478296.5,,,664167.6,,,,307759.7,,89914.9,1321867.1,10998743.2,6845926.7,2097371.5,,2603306.4,-26141.1,796154.6,10219246.6,779496.6
2008-06-11,8700405.7,2084533.1,1141280.6,,,943252.4,,,6615872.6,1494047.9,3650601.7,1995276.8,511775.1,1483501.6,1655325.0,,,,,807025.4,328157.7,478867.7,,,664197.6,,,,310217.4,,91093.8,1306114.6,10979378.9,6862310.6,2098968.7,,2594213.2,-9791.9,772650.8,10219382.6,759996.3
2008-06-18,8697594.4,2086953.5,1145714.7,,,941238.8,,,6610640.9,1495943.3,3642300.1,1984775.0,512903.8,1471871.2,1657525.2,,,,,813700.7,332999.4,480701.2,,,658696.8,,,,325305.6,,86095.5,1300619.7,10992293.3,6852007.3,2095552.9,,2589276.4,35240.2,765531.7,10242055.6,750237.8
2008-06-25,8691573.6,2085672.4,1149060.8,,,936611.6,,,6605901.2,1504730.1,3624912.1,1966771.8,516131.0,1450640.8,1658140.3,,,,,816278.9,332490.4,483788.5,,,659980.2,,,,310855.0,,75809.6,1328295.1,10994042.2,6871279.5,2098110.5,,2607712.5,-21655.1,768867.9,10226204.8,767837.3
2008-07-02,8693445.9,2080857.3,1147798.5,,,933058.8,,,6612588.6,1505410.7,3626508.9,1967925.0,518458.6,1449466.4,1658583.9,,,,,816601.4,329338.5,487262.9,,,664067.5,,,,310718.7,,78755.1,1371427.8,11017284.2,6844906.3,2084910.5,,2612380.7,38985.2,764569.9,10260842.1,756442.1
2008-07-09,8693306.5,2080119.3,1142885.0,,,937234.2,,,6613187.2,1509581.3,3623686.3,1962727.5,519753.6,1442974.0,1660958.7,,,,,816928.0,329806.0,487122.0,,,662991.6,,,,300313.0,,78654.8,1376616.3,11013588.8,6851741.5,2081740.5,,2595796.2,2793.6,778875.3,10229206.6,784382.2
2008-07-16,8706294.5,2072040.0,1141047.6,,,930992.4,,,6634254.5,1512540.0,3627533.8,1966664.6,520591.3,1446073.2,1660869.3,,,,,823760.2,336076.2,487683.9,,,670420.5,,,,316003.7,,73901.2,1372327.0,11033498.5,6900278.4,2102961.1,,2621697.3,-44640.2,768528.3,10245863.9,787634.6
2008-07-23,8691006.3,2060759.0,1138403.0,,,922355.9,,,6630247.3,1512477.1,3638235.6,1974659.9,520751.7,1453908.2,1663575.7,,,,,824579.8,336938.4,487641.3,,,654954.8,,,,296663.2,,72485.3,1359371.4,10996017.4,6887861.7,2089024.3,,2634658.5,-60201.8,751561.6,10213879.8,782137.5
2008-07-30,8694821.2,2070416.0,1145758.0,,,924658.0,,,6624405.1,1515599.6,3631779.4,1968701.8,521874.5,1446827.3,1663077.6,,,,,826119.4,338253.8,487865.6,,,650906.7,,,,315788.1,,69818.3,1360923.1,11009017.5,6832576.9,2070189.0,,2648278.7,-5979.8,766763.0,10241638.9,767378.6
2008-08-06,8678533.2,2053018.8,1140127.7,,,912891.1,,,6625514.3,1515241.4,3625187.6,1960510.6,523437.1,1437073.5,1664677.0,,,,,825594.0,337580.3,488013.7,,,659491.4,,,,308816.4,,74133.4,1355990.5,10975959.0,6863857.7,2079186.9,,2631871.2,-34709.9,764603.4,10225622.5,750336.5
2008-08-13,8685410.1,2059757.4,1146973.5,,,912784.0,,,6625652.6,1515336.1,3623832.1,1959139.4,524535.0,1434604.4,1664692.7,,,,,825721.9,337560.9,488161.0,,,660762.6,,,,312502.4,,71283.1,1368368.4,10992243.5,6863953.7,2077526.4,,2640504.6,-38419.3,779427.7,10245466.8,746776.8
2008-08-20,8691949.6,2053208.7,1151722.5,,,901486.2,,,6638740.9,1511909.7,3638612.7,1973487.0,526068.9,1447418.1,1665125.8,,,,,831638.8,343190.5,488448.3,,,656579.7,,,,301260.4,,70245.5,1372077.5,11012003.6,6877877.0,2081642.7,,2599519.3,-15142.9,787201.1,10249454.5,762549.2
2008-08-27,8699083.4,2054838.4,1152940.6,,,901897.8,,,6644245.0,1513375.4,3636166.3,1968609.9,527379.7,1441230.2,1667556.4,,,,,832803.4,344042.5,488760.9,,,661899.8,,,,305950.8,,69237.8,1368774.8,11007383.7,6880557.9,2075834.2,,2614632.1,-31778.3,768939.4,10232351.1,775032.5
2008-09-03,8677592.4,2037322.2,1151633.7,,,885688.5,,,6640270.2,1512381.8,3628141.4,1961307.4,528167.9,1433139.5,1666834.0,,,,,831485.1,342499.6,488985.6,,,668261.8,,,,317569.9,,70839.7,1383426.8,11020995.4,6916983.9,2086266.4,,2626668.1,-70817.1,784615.1,10257450.0,763545.4
2008-09-10,8677349.4,2042868.4,1160200.9,,,882667.5,,,6634481.0,1509224.0,3626284.0,1960357.6,529467.7,1430889.9,1665926.4,,,,,832129.8,342103.8,490026.0,,,666843.2,,,,308423.7,,70898.1,1387184.3,11011045.1,6910660.4,2105033.7,,2626436.2,-85719.1,787300.1,10238677.6,772367.6
2008-09-17,8753595.8,2048056.1,1156388.3,,,891667.8,,,6705539.7,1524126.4,3632215.3,1964172.2,531068.8,1433103.4,1668043.1,,,,,832088.0,346772.7,485315.4,,,717110.0,,,,391833.1,,71471.1,1417950.0,11270110.5,7111042.1,2152295.7,,2636763.1,-52128.6,810342.5,10506019.1,764091.5
2008-09-24,8831514.5,2097164.2,1160610.8,,,936553.4,,,6734350.3,1543028.6,3630137.5,1962645.1,532216.1,1430429.0,1667492.3,,,,,836119.2,348494.4,487624.8,,,725065.1,,,,389388.1,,69737.5,1382568.0,11289567.4,7113870.4,2123533.1,,2684968.1,-65506.2,763623.6,10496955.9,792611.5
2008-10-01,9130999.7,2179643.9,1179297.4,,,1000346.6,,,6951355.8,1559403.6,3821169.3,2103515.2,574171.3,1529343.8,1717654.2,,,,,851960.9,366040.6,485920.3,,,718822.0,,,,499510.4,,67137.3,1447623.6,11740239.5,7259701.7,2109034.2,,2890372.4,-5845.0,823386.1,10967615.2,772624.3
2008-10-08,9123521.7,2168470.7,1171912.6,,,996558.1,,,6955051.1,1576526.2,3813305.8,2094550.3,576644.9,1517905.4,1718755.5,,,,,853328.7,366708.6,486620.1,,,711890.4,,,,508564.2,,69383.9,1520758.6,11787710.7,7159306.0,2052387.6,,2861786.1,94426.0,878574.6,10994092.6,793618.0
2008-10-15,9178650.2,2160867.3,1176149.0,,,984718.3,,,7017782.9,1592153.1,3826152.2,2105723.7,577990.4,1527733.3,1720428.5,,,,,861917.3,374759.4,487157.9,,,737560.3,,,,584108.7,,75432.5,1503810.1,11893923.3,7175603.3,2037273.3,,2924804.0,148240.8,848016.3,11096664.3,797258.9
2008-10-22,9245305.3,2239544.7,1274063.4,,,965481.3,,,7005760.6,1597031.7,3832693.5,2109653.4,578511.2,1531142.3,1723040.1,,,,,862839.8,375264.7,487575.2,,,713195.6,,,,564288.6,,73336.6,1577788.2,12040090.4,7142732.4,2036346.4,,3035247.4,122645.9,918786.9,11219412.5,820677.8
2008-10-29,9239545.8,2231200.4,1275082.2,,,956118.2,,,7008345.4,1586703.3,3828328.5,2104295.2,579124.3,1525171.0,1724033.2,,,,,865592.3,378608.0,486984.3,,,727721.3,,,,732440.7,,77386.1,1526277.4,12059995.4,7095025.9,2019630.7,,3004147.3,297771.0,863538.0,11260482.2,799513.2
2008-11-05,9167650.9,2194175.2,1278376.6,,,915798.7,,,6973475.7,1578655.9,3820733.8,2095849.5,580381.7,1515467.9,1724884.3,,,,,864248.8,378417.9,485831.0,,,709837.1,,,,794312.7,,75599.7,1547034.2,12024267.8,7108509.3,1959905.5,,2955124.6,326730.9,857176.3,11247541.1,776726.8
2008-11-12,9154664.7,2184656.2,1285252.9,,,899403.3,,,6970008.5,1580990.1,3829348.7,2103320.5,581080.1,1522240.3,1726028.2,,,,,866490.2,380731.7,485758.5,,,693179.5,,,,873860.1,,78613.1,1599479.4,12112846.9,7111430.6,1930455.5,,2998964.2,367036.2,869372.6,11346803.6,766043.3
2008-11-19,9051139.7,2111206.0,1250131.0,,,861075.1,,,6939933.7,1569234.1,3820309.6,2094657.7,582893.2,1511764.5,1725651.8,,,,,872130.2,385214.1,486916.1,,,678259.8,,,,879189.8,,77804.1,1703963.5,12111580.5,7031007.5,1894103.7,,2962213.9,413491.5,926340.1,11333053.0,778527.5
2008-11-26,9075955.4,2106571.5,1258514.5,,,848057.1,,,6969383.9,1576503.6,3832709.2,2104189.0,584793.3,1519395.7,1728520.2,,,,,872244.4,382774.8,489469.6,,,687926.7,,,,871464.6,,73035.2,1757915.5,12165461.4,7102697.4,1898489.7,,2926453.2,384289.4,954300.9,11367740.9,797720.6
2008-12-03,9062738.8,2109692.2,1263910.5,,,845781.6,,,6953046.6,1572076.4,3829143.7,2099879.3,586318.5,1513560.8,1729264.4,,,,,871592.5,382209.9,489382.6,,,680234.0,,,,912402.7,,72139.0,1835599.1,12300356.4,7119897.1,1889779.8,,2918492.7,418992.5,1030243.9,11487626.2,812730.1
2008-12-10,9046872.5,2085730.8,1242650.1,,,843080.8,,,6961141.6,1571936.4,3830094.3,2100291.7,587473.2,1512818.4,1729802.7,,,,,871679.7,381256.2,490423.5,,,687431.2,,,,1023343.7,,68194.0,1835240.7,12402863.8,7206142.8,1906089.4,,2840155.0,505622.3,1012351.3,11564271.4,838592.4
2008-12-17,9033788.5,2079170.4,1233182.0,,,845988.4,,,6954618.1,1565137.4,3827440.8,2096863.7,587799.9,1509063.8,1730577.1,,,,,876953.3,385830.9,491122.4,,,685086.6,,,,1026696.2,,64743.8,1858265.6,12396939.5,7212990.5,1923149.9,,2829070.4,432072.6,1083184.4,11557317.9,839621.6
2008-12-24,9033037.6,2098228.0,1259392.0,,,838836.0,,,6934809.6,1554591.9,3814375.1,2082896.3,588761.1,1494135.3,1731478.8,,,,,878115.5,385351.6,492763.8,,,687727.2,,,,1053692.8,,55844.9,1773844.2,12353535.4,7244928.3,1922753.4,,2822901.7,442655.1,1000465.2,11510950.3,842585.1
2008-12-31,8996516.7,2107141.2,1260416.7,,,846724.4,,,6889375.5,1537776.4,3799902.4,2077888.7,589587.7,1488301.0,1722013.8,,,,,874097.9,383118.8,490979.2,,,677598.8,,,,1035222.0,,54224.7,1716217.6,12260707.1,7231359.9,1896311.0,,2807719.7,457925.5,974681.3,11471686.4,789020.8
2009-01-07,8983640.3,2105220.6,1262647.6,,,842573.0,,,6878419.7,1541978.3,3790026.7,2066180.3,591497.7,1474682.6,1723846.4,,,,,876040.0,385450.8,490589.2,,,670374.7,,,,1078468.5,,60456.7,1692209.9,12312736.7,7238157.6,1891336.3,,2792832.1,493908.8,939446.7,11464345.2,848391.5
2009-01-14,9031412.3,2135933.6,1292346.4,,,843587.2,,,6895478.7,1544778.5,3793407.5,2070501.6,592213.1,1478288.4,1722905.9,,,,,888979.7,395980.2,492999.5,,,668312.9,,,,1049160.9,,64017.1,1703879.8,12301205.8,7277902.6,1915227.4,,2730528.5,455869.5,993596.7,11457897.2,843308.6
