"Series Description","Bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Securities in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Treasury and agency securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Loans and leases in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Commercial and industrial loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Revolving home equity loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Closed-end residential loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Commercial real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Credit cards and other revolving plans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Other consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other loans and leases: All other loans and leases, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","LESS: Allowance for loan and lease losses, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Cash assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total fed funds sold and securities purchased under agreements to resell, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Loans to commercial banks, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Large time deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Borrowings, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)"
1948Q3,0.3,-5.0,-5.8,4.9,9.8,2.2,17.0,,,,,,,,,,,,,,,,,,,,
1948Q4,-4.3,-7.4,-7.2,-9.6,1.5,-4.4,10.9,,,,,,,,,,,,,,,,,,,,
1949Q1,0.5,-3.2,-3.4,0.0,7.3,-6.7,7.9,,,,,,,,,,,,,,,,,,,,
1949Q2,5.1,1.6,1.3,4.9,11.5,-11.3,5.2,,,,,,,,,,,,,,,,,,,,
1949Q3,14.0,19.9,19.5,24.4,3.5,-11.6,7.7,,,,,,,,,,,,,,,,,,,,
1949Q4,5.1,11.0,11.6,9.2,-5.6,-7.2,7.5,,,,,,,,,,,,,,,,,,,,
1950Q1,2.9,0.4,-0.8,9.0,7.0,2.4,12.3,,,,,,,,,,,,,,,,,,,,
1950Q2,2.4,-5.5,-8.0,22.0,18.0,14.5,16.8,,,,,,,,,,,,,,,,,,,,
1950Q3,3.1,-6.7,-9.4,20.8,20.5,28.1,18.4,,,,,,,,,,,,,,,,,,,,
1950Q4,1.7,-9.5,-11.8,11.9,20.2,39.3,17.6,,,,,,,,,,,,,,,,,,,,
1951Q1,-1.2,-13.6,-16.0,7.7,18.0,31.8,12.6,,,,,,,,,,,,,,,,,,,,
1951Q2,2.1,-8.1,-9.5,3.8,16.6,31.3,10.2,,,,,,,,,,,,,,,,,,,,
1951Q3,7.3,4.9,4.6,7.5,10.5,15.4,8.0,,,,,,,,,,,,,,,,,,,,
1951Q4,10.4,13.8,15.1,7.3,5.9,8.2,9.8,,,,,,,,,,,,,,,,,,,,
1952Q1,3.2,3.5,2.2,10.8,2.6,29.0,0.0,,,,,,,,,,,,,,,,,,,,
1952Q2,7.6,-3.1,-4.8,10.5,22.1,-4.5,7.6,,,,,,,,,,,,,,,,,,,,
1952Q3,8.3,9.8,8.4,20.5,6.5,6.1,7.5,,,,,,,,,,,,,,,,,,,,
1952Q4,5.2,8.8,8.2,13.0,0.5,15.0,7.3,,,,,,,,,,,,,,,,,,,,
1953Q1,-3.2,-7.1,-7.7,0.0,2.0,5.8,10.8,,,,,,,,,,,,,,,,,,,,
1953Q2,-6.8,-18.7,-20.4,-12.6,8.3,4.3,7.0,,,,,,,,,,,,,,,,,,,,
1953Q3,13.1,21.2,25.1,-3.3,3.3,1.4,5.2,,,,,,,,,,,,,,,,,,,,
1953Q4,2.1,9.5,9.9,3.3,-7.1,-4.2,5.1,,,,,,,,,,,,,,,,,,,,
1954Q1,-0.6,1.9,1.3,9.8,-3.9,-11.3,5.0,,,,,,,,,,,,,,,,,,,,
1954Q2,2.7,-1.5,-2.9,12.7,8.3,-5.8,6.6,,,,,,,,,,,,,,,,,,,,
1954Q3,13.3,18.9,19.4,12.3,6.2,-3.0,9.8,,,,,,,,,,,,,,,,,,,,
1954Q4,18.4,23.0,24.9,9.0,12.2,3.0,12.7,,,,,,,,,,,,,,,,,,,,
1955Q1,-0.2,-11.4,-14.7,14.6,15.0,5.9,15.4,,,,,,,,,,,,,,,,,,,,
1955Q2,-1.5,-15.8,-17.7,0.0,16.2,13.1,14.9,,,,,,,,,,,,,,,,,,,,
1955Q3,1.6,-9.7,-11.1,-2.8,15.2,19.8,14.3,,,,,,,,,,,,,,,,,,,,
1955Q4,5.0,-3.7,-3.8,-2.8,14.6,21.5,9.7,,,,,,,,,,,,,,,,,,,,
1956Q1,0.8,-12.2,-13.6,-2.9,14.5,23.0,6.8,,,,,,,,,,,,,,,,,,,,
1956Q2,-0.8,-14.9,-17.2,0.0,13.2,27.8,12.0,,,,,,,,,,,,,,,,,,,,
1956Q3,-1.3,-5.2,-6.0,-2.9,2.6,18.1,6.5,,,,,,,,,,,,,,,,,,,,
1956Q4,5.4,6.8,8.9,0.0,3.6,14.1,6.3,,,,,,,,,,,,,,,,,,,,
1957Q1,-1.5,-4.4,-5.5,0.0,1.1,7.3,3.7,,,,,,,,,,,,,,,,,,,,
1957Q2,3.2,-2.0,-3.7,8.7,7.9,11.3,0.0,,,,,,,,,,,,,,,,,,,,
1957Q3,-0.2,-3.6,-4.7,2.8,2.5,9.0,1.2,,,,,,,,,,,,,,,,,,,,
1957Q4,5.8,9.7,9.0,14.1,2.8,-3.9,1.2,,,,,,,,,,,,,,,,,,,,
1958Q1,19.8,8.7,7.0,21.8,29.6,2.0,12.3,,,,,5.3,,,,,,,,,,,,,,,
1958Q2,18.5,36.1,37.9,23.2,3.9,-3.9,4.8,,,,,-2.6,,,,,,,,,,,,,,,
1958Q3,14.0,23.1,24.6,17.1,5.5,-1.0,20.1,,,,,2.6,,,,,,,,,,,,,,,
1958Q4,5.7,4.7,3.9,7.0,7.0,6.0,13.5,,,,,3.9,,,,,,,,,,,,,,,
1959Q1,2.6,-5.0,-6.2,2.3,9.3,3.9,15.2,,,,,11.7,,,,,,,,,,,,,,,
1959Q2,-0.8,-15.5,-19.3,6.9,12.8,12.6,12.6,,,,,10.1,,,,,,,,,,,,,,,
1959Q3,1.8,-16.5,-19.1,-2.2,17.4,18.8,9.1,,,,,16.0,,,,,,,,,,,,,,,
1959Q4,0.3,-11.3,-13.1,-2.3,9.0,8.1,8.9,,,,,14.2,,,,,,,,,,,,,,,
1960Q1,-2.9,-16.9,-19.4,-4.5,7.2,10.5,6.8,,,,,9.1,,,,,,,,,,,,,,,
1960Q2,-0.3,-9.4,-10.4,-4.6,6.0,11.1,0.0,,,,,6.7,,,,,,,,,,,,,,,
1960Q3,8.0,14.1,16.5,2.3,4.3,4.2,0.0,,,,,7.7,,,,,,,,,,,,,,,
1960Q4,10.4,21.7,24.7,4.6,2.9,3.3,1.0,,,,,6.5,,,,,,,,,,,,,,,
1961Q1,10.4,12.9,12.3,20.6,8.4,2.5,2.9,,,,,9.5,,,,,,,,,,,,,,,
1961Q2,4.3,5.0,3.0,13.0,3.6,2.4,3.8,,,,,2.1,,,,,,,,,,,,,,,
1961Q3,9.9,19.0,20.3,12.6,3.8,4.0,6.6,,,,,1.0,,,,,,,,,,,,,,,
1961Q4,10.5,14.8,14.9,12.2,7.1,5.6,4.6,,,,,4.1,,,,,,,,,,,,,,,
1962Q1,4.2,0.3,-2.3,15.8,7.2,6.3,9.1,,,,,8.1,,,,,,,,,,,,,,,
1962Q2,5.1,-2.6,-9.4,32.4,11.0,8.5,11.6,,,,,7.0,,,,,,,,,,,,,,,
1962Q3,6.6,2.6,-2.0,21.1,9.5,9.1,13.0,,,,,8.8,,,,,,,,,,,,,,,
1962Q4,10.4,7.8,7.2,10.0,12.5,10.4,13.4,,,,,6.7,,,,,,,,,,,,,,,
1963Q1,7.5,3.8,1.6,14.7,9.9,5.1,13.8,,,,,9.4,,,,,,,,,,,,,,,
1963Q2,4.8,-5.4,-13.0,23.6,12.1,7.9,14.9,,,,,9.2,,,,,,,,,,,,,,,
1963Q3,6.4,-5.4,-12.6,22.3,14.1,7.0,15.9,,,,,7.2,,,,,,,,,,,,,,,
1963Q4,9.3,3.2,0.8,9.9,13.2,13.8,10.9,,,,,15.9,,,,,,,,,,,,,,,
1964Q1,5.9,-1.0,-3.8,6.9,10.2,9.3,12.7,,,,,11.0,,,,,,,,,,,,,,,
1964Q2,4.1,-9.0,-15.2,12.2,11.8,9.1,10.3,,,,,11.6,,,,,,,,,,,,,,,
1964Q3,6.2,-0.3,-4.8,13.1,10.2,10.8,10.0,,,,,14.5,,,,,,,,,,,,,,,
1964Q4,12.5,15.8,17.4,11.4,10.7,14.3,9.8,,,,,12.4,,,,,,,,,,,,,,,
1965Q1,8.4,-1.6,-6.8,13.6,14.2,21.0,10.8,,,,,10.5,,,,,,,,,,,,,,,
1965Q2,6.4,-10.5,-20.4,17.9,15.4,19.3,11.2,,,,,11.7,,,,,,,,,,,,,,,
1965Q3,7.6,-2.0,-9.1,14.9,12.5,15.7,12.7,,,,,13.5,,,,,,,,,,,,,,,
1965Q4,11.9,13.5,16.8,5.5,11.1,14.6,12.3,,,,,11.0,,,,,,,,,,,,,,,
1966Q1,6.0,-2.9,-6.7,6.5,10.4,16.1,12.5,,,,,9.4,,,,,,,,,,,,,,,
1966Q2,5.7,-8.3,-15.5,9.6,12.4,16.9,10.5,,,,,7.2,,,,,,,,,,,,,,,
1966Q3,8.9,4.6,0.0,13.6,10.8,18.1,14.5,,,,,5.1,,,,,,,,,,,,,,,
1966Q4,4.8,8.7,5.2,16.2,3.2,7.1,6.2,,,,,1.3,,,,,,,,,,,,,,,
1967Q1,11.1,22.8,25.8,16.5,5.6,6.1,4.6,,,,,3.2,,,,,,,,,,,,,,,
1967Q2,5.4,3.3,-1.8,14.0,6.4,10.8,5.0,,,,,4.4,,,,,,,,,,,,,,,
1967Q3,10.7,16.0,18.6,10.8,8.1,9.2,8.0,,,,,7.5,,,,,,,,,,,,,,,
1967Q4,13.1,24.5,30.9,11.4,7.8,6.1,10.2,,,,,8.5,,,,,,,,,,,,,,,
1968Q1,7.1,3.8,-1.6,15.4,8.7,8.5,10.9,,,,,8.4,,,,,,,,,,,,,,,
1968Q2,4.2,-5.3,-13.4,10.7,8.9,10.7,11.1,,,,,8.8,,,,,,,,,,,,,,,
1968Q3,11.5,10.5,9.0,15.2,11.9,10.0,8.6,,,,,10.9,,,,,,,,,,,,,,,
1968Q4,15.5,21.3,20.3,22.4,12.8,13.5,11.0,,,,,13.9,,,,,,,,,,,,,,,
1969Q1,3.6,-10.2,-20.1,8.8,10.1,16.0,12.4,,,,,11.3,,,,,,,,,,,,,,,
1969Q2,3.1,-15.1,-27.2,6.4,11.5,14.3,7.9,,,,,9.9,,,,,,,,,,,,,,,
1969Q3,-2.3,-13.0,-15.4,-9.1,2.1,6.1,4.1,,,,,5.1,,,,,,,,,,,,,,,
1969Q4,3.4,-0.3,1.3,-2.9,4.9,7.6,4.4,,,,,5.5,,,,,,,,,,,,,,,
1970Q1,0.8,-5.0,-9.8,2.9,3.3,1.6,5.2,,,,,5.0,,,,,,,,,,,,,,,
1970Q2,5.2,9.2,1.8,20.9,3.5,1.3,1.6,,,,,2.0,,,,,,,,,,,,,,,
1970Q3,9.7,15.8,19.5,10.3,7.3,8.7,2.0,,,,,4.9,,,,,,,,,,,,,,,
1970Q4,14.6,33.6,39.8,24.0,6.7,7.0,5.1,,,,,3.9,,,,,,,,,,,,,,,
1971Q1,13.3,27.6,27.9,27.0,7.2,4.7,6.9,,,,,6.2,,,,,,,,,,,,,,,
1971Q2,9.9,5.9,-7.0,26.5,11.6,4.6,10.6,,,,,10.8,,,,,,,,,,,,,,,
1971Q3,9.1,3.8,-1.9,12.2,11.5,8.5,15.5,,,,,10.6,,,,,,,,,,,,,,,
1971Q4,12.7,15.7,17.7,12.9,11.3,7.1,13.5,,,,,13.0,,,,,,,,,,,,,,,
1972Q1,12.7,14.5,14.0,15.1,11.9,4.1,16.2,,,,,13.4,,,,,,,,,,,,,,,
1972Q2,13.2,4.5,-2.4,14.5,17.1,11.9,19.5,,,,,15.1,,,,,,,,,,,,,,,
1972Q3,9.6,-2.8,-10.1,7.2,15.2,10.4,19.2,,,,,15.3,,,,,,,,,,,,,,,
1972Q4,16.8,13.3,18.7,6.2,18.3,16.7,18.7,,,,,14.4,,,,,,,,,,,,,,,
1973Q1,17.4,6.5,13.4,-2.8,21.9,27.9,19.6,,,,,16.5,,,,,,,,,,,,,,,
1973Q2,13.5,-7.0,-17.9,8.5,21.8,27.5,20.6,,,,,17.3,,,19.0,,4.3,,83.3,27.4,14.3,11.9,37.1,,96.1,44.2,14.8
1973Q3,12.5,0.6,-7.6,11.5,16.9,18.9,19.0,,,,,11.7,,,16.4,,18.0,,41.4,19.4,14.3,11.4,29.6,,85.9,15.7,13.0
1973Q4,12.4,18.8,30.1,4.5,10.0,7.0,16.9,,,,,9.7,,,4.4,,17.2,,21.9,17.8,13.6,12.5,5.2,,12.1,22.2,12.7
1974Q1,11.7,13.6,18.5,7.5,11.1,13.4,13.6,,,,,8.2,,,6.0,,14.6,,29.6,2.8,13.4,7.0,13.8,,5.0,7.6,7.0
1974Q2,13.9,-2.7,-14.8,13.5,20.2,29.0,14.8,,,,,6.4,,,29.6,,6.8,,30.3,27.5,13.7,14.8,34.1,,51.2,25.3,16.3
1974Q3,7.6,-6.8,-19.0,8.8,12.6,18.9,10.5,,,,,3.2,,,15.8,,0.7,,25.6,47.4,9.3,7.2,26.5,,48.4,44.9,9.8
1974Q4,4.4,5.6,7.6,2.9,4.1,8.7,5.4,,,,,0.0,,,-2.5,,6.3,,-65.1,34.2,6.4,10.6,8.9,,15.7,37.2,12.0
1975Q1,2.0,14.2,24.3,2.5,-2.0,-0.9,4.1,,,,,-0.9,,,-15.6,,-9.5,,-48.9,5.4,1.1,0.0,5.9,,-23.9,-18.1,-2.4
1975Q2,5.0,26.9,47.7,0.4,-2.6,-8.4,2.5,,,,,-2.5,,,0.4,,11.7,,-9.8,17.1,5.8,8.3,5.1,,8.0,-2.3,7.4
1975Q3,4.3,18.4,28.1,4.5,-1.0,-6.3,0.0,,,,,1.3,,,5.2,,-5.8,,23.5,1.0,2.2,2.5,-2.3,,-11.8,3.8,2.1
1975Q4,7.8,20.1,30.0,5.2,3.0,-0.8,4.0,,,,,7.2,,,3.6,,7.4,,-3.2,20.5,8.2,9.9,-3.9,,28.4,-3.8,9.7
1976Q1,4.9,12.6,24.9,-7.1,1.7,-3.4,5.4,,,,,8.7,,,-3.3,,9.1,,-3.2,-7.3,4.5,1.6,-6.7,,-13.9,-17.6,-0.2
1976Q2,7.9,11.6,16.7,2.8,6.2,-6.7,10.5,,,,,9.4,,,18.9,,5.0,,19.4,-63.0,4.8,6.4,0.5,,3.9,-81.4,2.2
1976Q3,5.8,1.6,-2.9,9.6,7.6,3.7,7.8,,,,,10.1,,,11.5,,4.9,,-9.2,15.3,6.9,4.9,1.2,,1.3,0.0,4.2
1976Q4,12.9,17.5,24.7,5.1,10.9,8.7,9.8,,,,,11.0,,,16.6,,13.9,,-3.1,15.3,13.8,12.0,-9.8,,33.5,0.0,12.0
1977Q1,9.5,11.9,20.5,-3.9,8.6,7.7,11.5,,,,,14.6,,,-2.3,,-2.7,,0.0,15.8,8.3,5.2,8.7,,29.8,15.0,6.1
1977Q2,11.5,5.6,0.8,14.8,14.0,9.4,17.4,,,,,17.9,,,11.4,,13.2,,54.0,-6.8,11.1,11.9,14.8,,28.8,35.7,13.1
1977Q3,9.4,-4.1,-12.0,10.9,15.0,11.2,18.4,,,,,17.1,,,13.3,,15.0,,22.4,-8.6,9.5,9.2,11.8,,10.3,8.9,9.1
1977Q4,11.5,2.1,-2.7,10.2,15.3,11.6,18.3,,,,,16.7,,,14.7,,8.2,,39.7,15.3,12.4,13.5,11.0,,33.2,5.2,13.9
1978Q1,10.7,2.6,6.7,-3.9,13.8,14.4,17.3,,,,,17.2,,,2.4,,6.5,,-12.0,15.8,9.7,7.9,23.4,,33.5,16.3,8.4
1978Q2,14.3,5.4,3.5,8.6,17.6,18.5,18.8,,,,,19.2,,,11.5,,17.0,,29.8,32.9,15.6,13.7,27.0,,53.2,63.4,17.5
1978Q3,12.2,-2.1,-5.1,3.2,17.5,14.4,20.2,,,,,21.4,,,12.9,,10.5,,34.7,8.9,10.9,8.8,14.2,,14.4,36.9,10.7
1978Q4,14.1,2.5,-0.8,8.0,18.2,11.7,19.9,,,,,14.7,,,31.3,,14.5,,102.1,21.1,15.8,11.5,12.6,,88.5,43.6,16.5
1979Q1,7.2,-2.3,-14.4,17.8,10.3,13.9,8.0,,,,,7.6,,,12.6,,57.6,,-20.3,-21.3,9.7,2.6,14.4,,879.6,84.5,52.1
1979Q2,15.7,9.5,10.7,7.6,17.7,24.3,14.1,,,,,18.5,,,12.0,,-4.3,,66.1,51.4,17.6,4.2,0.9,,41.9,93.9,16.3
1979Q3,14.8,5.8,3.1,9.7,17.7,18.5,19.8,,,,,13.5,,,17.7,,23.3,,0.0,31.3,18.2,10.9,11.8,,41.8,22.4,16.6
1979Q4,7.6,7.2,10.5,2.5,7.7,9.5,15.2,,,,,6.0,,,-7.7,,22.0,,67.4,33.2,11.1,11.2,15.1,,5.8,26.0,11.1
1980Q1,7.1,2.7,1.8,4.1,8.5,11.1,13.1,,,,,4.5,,,0.0,,1.3,,24.9,33.4,7.9,6.3,14.6,,12.8,19.5,7.3
1980Q2,4.4,10.2,8.6,13.0,2.6,4.2,7.8,,,,,-7.4,,,2.4,,-4.3,,29.6,42.4,8.0,5.5,19.2,,18.7,17.6,6.9
1980Q3,7.0,20.1,25.1,12.0,3.0,4.2,5.7,,,,,-6.7,,,7.3,,3.9,,3.4,24.1,9.7,8.0,3.7,,33.3,20.1,11.8
1980Q4,12.3,12.2,16.1,6.1,12.3,20.4,8.8,,,,,-0.7,,,20.5,,26.4,,50.1,-12.9,13.0,17.6,22.7,,7.9,16.1,15.8
1981Q1,8.2,9.3,13.7,2.3,7.8,8.4,7.3,,,,,1.3,,,14.9,,6.7,,60.8,10.2,9.9,10.2,36.8,,9.5,25.7,10.6
1981Q2,8.2,6.6,8.9,2.9,8.7,13.3,8.5,,,,,2.9,,,6.8,,25.2,,56.3,28.2,11.8,10.4,18.1,,19.5,6.3,11.2
1981Q3,7.6,0.9,1.2,0.6,9.7,14.9,8.5,,,,,2.5,,,10.4,,17.3,,51.6,20.4,9.2,8.0,17.6,,1.7,-5.7,6.6
1981Q4,4.0,0.3,-6.4,11.6,5.2,12.2,6.8,,,,,0.7,,,-6.5,,-59.5,,9.6,34.9,0.3,-5.1,7.7,,31.2,-1.6,0.8
1982Q1,3.6,0.9,3.6,-3.6,4.4,16.8,8.1,,,,,2.0,,,-25.4,,2.8,,1.3,15.1,5.2,7.0,15.0,,21.0,-11.5,11.7
1982Q2,9.3,7.3,7.1,8.0,9.9,18.2,7.9,,,,,3.9,,,2.4,,-9.0,,-21.9,15.0,7.3,7.9,14.8,,4.1,9.9,7.7
1982Q3,5.8,5.1,7.8,0.8,6.1,11.8,3.4,,,,,2.3,,,3.5,,18.3,,20.4,22.2,9.3,10.7,14.3,,6.1,11.6,9.4
1982Q4,6.5,14.7,22.3,2.4,4.0,5.4,2.1,,,,,2.3,,,6.5,,23.2,,-2.7,13.9,8.2,9.7,-0.7,,12.5,13.7,10.4
1983Q1,7.8,22.3,30.5,7.8,3.2,1.6,4.3,,,,,3.3,,,4.5,,10.9,,-17.5,15.6,7.5,11.4,-21.2,,9.0,-3.9,9.4
1983Q2,10.6,29.3,38.8,11.4,4.3,-0.5,5.9,,,,,7.7,,,8.4,,1.3,,-20.4,-19.4,5.4,7.5,-11.4,,-1.1,-18.9,4.6
1983Q3,9.6,10.9,12.4,8.0,9.2,8.1,10.3,,,,,14.9,,,2.5,,1.3,,-3.7,8.9,8.4,5.8,-1.9,,7.7,18.4,6.9
1983Q4,11.7,13.8,21.8,-2.3,10.9,9.1,11.2,,,,,19.6,,,3.9,,-1.5,,15.0,7.2,9.0,7.3,4.0,,4.5,22.9,8.2
1984Q1,9.7,5.9,3.7,10.9,11.0,13.2,12.4,,,,,16.3,,,-4.5,,6.0,,8.7,-11.4,8.4,7.1,-6.3,,8.1,3.5,6.8
1984Q2,11.5,0.7,-1.0,4.2,15.3,20.7,13.0,,,,,18.9,,,2.9,,-2.0,,35.3,26.1,12.4,10.2,17.8,,10.2,24.9,11.6
1984Q3,8.7,-2.0,-2.9,-0.2,12.4,12.4,11.4,,,,,17.3,,,8.0,,-1.3,,-16.2,5.6,7.0,8.3,11.2,,9.5,2.3,7.9
1984Q4,8.7,1.2,2.5,-1.7,11.2,9.6,11.1,,,,,16.6,,,8.4,,0.0,,-14.2,-2.0,6.8,7.8,3.9,,6.9,0.7,7.5
1985Q1,9.1,6.3,11.0,-3.2,10.0,5.1,10.0,,,,,19.6,,,8.8,,6.2,,37.2,2.9,8.0,8.7,6.6,,-10.3,14.5,5.9
1985Q2,-2.1,-19.2,-26.2,-4.2,3.3,3.4,-8.8,,,,,18.2,,,10.6,,16.8,,-52.6,-31.6,-2.9,5.7,-12.2,,-45.5,30.0,-3.7
1985Q3,8.9,4.4,-2.7,18.8,10.2,7.8,10.7,,,,,15.4,,,7.1,,4.6,,-5.2,-0.8,7.1,7.8,-0.3,,16.1,2.1,8.2
1985Q4,9.1,11.0,-8.3,47.8,8.6,4.4,12.5,,,,,10.8,,,6.2,,10.0,,6.7,-1.5,9.1,8.7,8.6,,29.8,-16.9,10.4
